x,y,z,E11,E12,E13,E22,E23,E33,EmaxPrincipal,S33,SmaxPrincipal,Smises,U1,U2,U3,instance,d_ads,d_abs,d_ats,d_fss,E_ads,E_abs,E_ats
0.0825,0.0,0.0725,-6.866454214105033e-07,2.6065082536774753e-08,-1.4560790987161454e-05,-1.1375044550732127e-06,-4.2552051127131563e-07,-1.2483140380936675e-05,2.7876465082954383e-06,-108055.734375,-51497.0078125,63417.8359375,-9.305367854040014e-08,-2.8437592280994295e-09,2.5107054170803167e-05,AB,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.0825,0.0,0.0775,-6.741878451066441e-07,2.1127931404407718e-08,-1.5292085663531907e-05,-1.0423456160424394e-06,-4.811980147678696e-07,-1.2089781193935778e-05,3.1628246688342188e-06,-104434.1328125,-47942.74609375,64343.1015625,-8.52664214789911e-08,-2.6058626367841953e-09,2.5045621441677213e-05,AB,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.0825,0.0,0.0825,-7.120021336959326e-07,1.652820458275528e-08,-1.591599539096933e-05,-1.0043669362858054e-06,-4.5914927682133566e-07,-1.163484739663545e-05,3.481268095129053e-06,-100782.71875,-44796.86328125,64825.19921875,-8.22036270164972e-08,-2.510916141673647e-09,2.4986309654195793e-05,AB,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.0825,0.0,0.0875,-7.974821301104384e-07,1.2764777679308281e-08,-1.6603189578745514e-05,-1.022202354761248e-06,-5.300796033225197e-07,-1.1107296813861467e-05,3.823215593001805e-06,-96995.6953125,-41697.27734375,65314.078125,-8.375438653729361e-08,-2.5555042526548277e-09,2.4929455321398564e-05,AB,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.0825,0.0,0.0925,-9.324672305410786e-07,8.716809496434053e-09,-1.7159902199637145e-05,-1.094526282940933e-06,-4.856305508837977e-07,-1.0521522199269384e-05,4.1047765080293175e-06,-93190.8046875,-39019.109375,65362.33203125,-8.981324128853885e-08,-2.736313842177651e-09,2.4875382223399356e-05,AB,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.0825,0.0,0.0975,-1.1265468629062525e-06,5.307160488854379e-09,-1.78335376403993e-05,-1.2203036021674052e-06,-5.809281447000103e-07,-9.851988579612225e-06,4.441871169547085e-06,-89200.09375,-36259.66015625,65640.6171875,-1.0028691832530967e-07,-3.050757424460926e-09,2.4824450520100072e-05,AB,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.085,0.0,0.105,-8.504061383973749e-07,-3.016444205528046e-09,-7.619296411576215e-06,-8.354813303412811e-07,-4.4777860352951393e-07,-3.183094577252632e-06,1.9736455669772113e-06,-82070.53125,-34322.51953125,64925.2578125,-7.069914431667712e-08,-4.177405088512387e-09,2.47427451540716e-05,AT,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.085,0.0,0.115,-8.082081848215239e-08,-1.6861948282098638e-08,-7.86318469181424e-06,5.447129325375499e-08,-4.621506661806052e-07,-3.6712158362206537e-06,2.451839463901706e-06,-73935.9921875,-17240.625,71678.65625,4.8584558598463445e-09,2.7235624866506214e-10,2.4708473574719392e-05,AT,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.085,0.0,0.125,6.648519956797827e-07,-2.7725606699391392e-08,-7.949442988319788e-06,8.950395340434625e-07,-4.6741712367293076e-07,-4.121684469282627e-06,2.916463927249424e-06,-65837.8359375,-669.390380859375,78362.7734375,7.622000453011424e-08,4.475199322229173e-09,2.4669507183716632e-05,AT,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.085,0.0,0.135,1.3979633877170272e-06,-3.624916544708867e-08,-7.89902696851641e-06,1.7033328276738757e-06,-4.644534499220754e-07,-4.5545534703705925e-06,3.3716751204337925e-06,-57870.96484375,15520.4404296875,85015.015625,1.4484146504400996e-07,8.516671812230925e-09,2.4626126105431467e-05,AT,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.085,0.0,0.145,2.1287344225129345e-06,-4.312453683041895e-08,-7.728380296612158e-06,2.4950611532403855e-06,-4.5457707642526657e-07,-4.988454293197719e-06,3.827141881629359e-06,-50128.984375,31497.287109375,91824.6171875,2.1205748623742693e-07,1.247532122050643e-08,2.4578412194387056e-05,AT,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.085,0.0,0.155,2.866137947421521e-06,-4.897929883895813e-08,-7.446927156706806e-06,3.2848822684172774e-06,-4.3797123794320214e-07,-5.439883807412116e-06,4.293964138923911e-06,-42687.625,47440.9609375,99027.1875,2.7911428901461477e-07,1.6424438697981714e-08,2.452626904414501e-05,AT,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.085,0.0,0.165,3.619274139055051e-06,-5.443114758918455e-08,-7.060014922899427e-06,4.086830358573934e-06,-4.1536148387422145e-07,-5.925581717747264e-06,4.785132659890223e-06,-35632.796875,63540.83203125,106903.3984375,3.4720306985036586e-07,2.0434194780705184e-08,2.4469441996188834e-05,AT,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.085,0.0,0.175,4.396837994136149e-06,-6.003995167702669e-08,-6.5668577917676885e-06,4.914654255117057e-06,-3.86235285532166e-07,-6.461553311964963e-06,5.31381874679937e-06,-29043.16015625,79988.390625,115741.7734375,4.17492600490732e-07,2.4573330037469532e-08,2.4407505406998098e-05,AT,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.085,0.0,0.185,5.208250968280481e-06,-6.635923455178272e-08,-5.963094281469239e-06,5.782238076790236e-06,-3.5090150163341605e-07,-7.065042154863477e-06,5.894663445360493e-06,-23012.830078125,96984.7421875,125862.0546875,4.911615860692109e-07,2.8911273375342716e-08,2.4339869924006052e-05,AT,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.085,0.0,0.195,6.06311778028612e-06,-7.392316803134236e-08,-5.238285211817129e-06,6.703942744934466e-06,-3.080501755903242e-07,-7.753802492516115e-06,6.7060705077892635e-06,-17639.169921875,116248.8125,137594.953125,5.69430710584129e-07,3.351982158505962e-08,2.4265775209642015e-05,AT,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.085,0.0,0.205,6.972170922381338e-06,-8.328316880579223e-08,-4.378685844130814e-06,7.695022759435233e-06,-2.5776395773391414e-07,-8.547604920750018e-06,7.697414730500896e-06,-13038.0380859375,137379.0,151308.625,6.535956913467089e-07,3.847525320566092e-08,2.418426811345853e-05,AT,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.085,0.0,0.215,7.946967343741562e-06,-9.50116287867786e-08,-3.3635330964898458e-06,8.772010005486663e-06,-1.9767318804042588e-07,-9.468153621128295e-06,8.774736670602579e-06,-9341.4892578125,159574.328125,167399.734375,7.450617545146088e-07,4.3860236331738633e-08,2.409418812021613e-05,AT,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.085,0.0,0.225,9.000576937978622e-06,-1.0972336639269997e-07,-2.168818582504173e-06,9.953154403774533e-06,-1.2786763647909538e-07,-1.0539938557485584e-05,9.956303983926773e-06,-6702.41357421875,183077.75,186316.5,8.453800433017022e-07,4.976602241413275e-08,2.3994147340999916e-05,AT,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.085,0.0,0.235,1.0147886314371135e-05,-1.280825614458081e-07,-7.614590344928729e-07,1.1258910490141716e-05,-4.4440188418093385e-08,-1.1791328688559588e-05,1.1262589396210387e-05,-5308.21630859375,208154.03125,208567.1875,9.562883178659831e-07,5.62948656579465e-08,2.388249231444206e-05,AT,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.0875,0.0,0.0025,-9.935451998899225e-06,-2.0999987526693076e-08,1.2870809484866186e-07,-9.600003977539018e-06,3.6430631844552863e-09,6.197665243234951e-06,6.197922175488202e-06,-138712.421875,-138708.640625,236569.4375,-8.393931807404442e-07,-2.399989540435854e-08,2.5624736736062914e-05,AD,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.0875,0.0,0.0075,-8.363352208107244e-06,7.115644518052022e-09,1.9374407145278383e-07,-8.515617992088664e-06,5.013527371033888e-09,4.7590333451807965e-06,4.759749117511092e-06,-138976.171875,-138965.59375,195559.21875,-7.444942866641213e-07,-2.1288954599185672e-08,2.5652127078501508e-05,AD,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.0875,0.0,0.0125,-6.826819571870146e-06,3.414452365291254e-08,-1.344541686876255e-07,-7.4377016971993726e-06,-3.6897167543514797e-09,3.3654391700110864e-06,3.3658830034255516e-06,-138520.875,-138514.28125,155729.015625,-6.501612119791389e-07,-1.8594185746678704e-08,2.5672436095192097e-05,AD,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.0875,0.0,0.0175,-5.331678039510734e-06,5.976840355970126e-08,-8.083342777354119e-07,-6.384271728165913e-06,-2.3980389229905086e-08,2.0122117803111905e-06,2.034410044871038e-06,-137908.5,-137579.53125,117835.046875,-5.579562980528863e-07,-1.596063015085747e-08,2.56858784268843e-05,AD,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.0875,0.0,0.0225,-4.17731962443213e-06,7.445402161465609e-08,-5.57852672500303e-06,-5.480272648128448e-06,-1.5656608809422323e-07,-1.1768134754674975e-05,-3.2610103062324924e-06,-136166.140625,-104658.1171875,31598.9375,-4.788054184245993e-07,-1.3700643286540526e-08,2.5661487597972155e-05,AB,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.0875,0.0,0.0275,-3.3916401207534363e-06,7.700133863863812e-08,-6.752062745363219e-06,-4.7420303417311516e-06,-1.9722428135082737e-07,-1.2334109669609461e-05,-2.2583856207347708e-06,-134123.109375,-96805.4140625,37759.95703125,-4.1411550455450197e-07,-1.1855048498432552e-08,2.560122993600089e-05,AB,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.0875,0.0,0.0325,-2.735424004640663e-06,7.582922734172826e-08,-7.99761346570449e-06,-4.070293016411597e-06,-2.243964587478331e-07,-1.2742348189931363e-05,-1.3318623359737103e-06,-131661.0625,-89399.78125,43283.58984375,-3.552582938937121e-07,-1.0175712716886665e-08,2.553854210418649e-05,AB,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.0875,0.0,0.0375,-2.2060742139728973e-06,7.156548775810734e-08,-9.158516149909701e-06,-3.4673216759983916e-06,-2.6679313691602147e-07,-1.3018748177273665e-05,-5.252011305856286e-07,-128986.3671875,-82713.71875,47981.66015625,-3.0243401738516695e-07,-8.668290085722674e-09,2.5474137146375142e-05,AB,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.0875,0.0,0.0425,-1.7708227915136376e-06,6.551353948225369e-08,-1.0315969120711088e-05,-2.9335553790588165e-06,-2.888682217871974e-07,-1.3172850231057964e-05,2.1838917518834933e-07,-126035.875,-76438.4296875,52113.2109375,-2.556810159148881e-07,-7.3338775052889105e-09,2.5408660803805105e-05,AB,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.0875,0.0,0.0475,-1.436837692381232e-06,5.811071090988662e-08,-1.1357405128364917e-05,-2.468362936269841e-06,-3.3098490348493215e-07,-1.3216230399848428e-05,8.57295901823818e-07,-122930.7578125,-70806.3125,55493.1796875,-2.149546816099246e-07,-6.170898902979616e-09,2.5342684239149094e-05,AB,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.0875,0.0,0.0525,-1.1678704368023318e-06,5.0341782298346516e-08,-1.2365744623821229e-05,-2.0704392227344215e-06,-3.450262511250912e-07,-1.316786710958695e-05,1.4500139968731673e-06,-119661.0546875,-65520.47265625,58415.125,-1.8012677571732638e-07,-5.176092443548441e-09,2.5276724045397714e-05,AB,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.0875,0.0,0.0575,-9.754511438586633e-07,4.252529350878831e-08,-1.325806624663528e-05,-1.7378650909449789e-06,-3.8768069998695864e-07,-1.3031502930971328e-05,1.9590904685173882e-06,-116298.265625,-60777.2734375,60709.58203125,-1.5104440365121263e-07,-4.3446584108153274e-09,2.5211225874954835e-05,AB,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.0875,0.0,0.0625,-8.299740557049518e-07,3.516467117492539e-08,-1.4122278116701636e-05,-1.4688204146295902e-06,-3.9177712096716277e-07,-1.2823044016840868e-05,2.439766831230372e-06,-112834.3125,-56305.0859375,62665.44921875,-1.2752802547311148e-07,-3.672048665137595e-09,2.5146589905489236e-05,AB,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.0875,0.0,0.0675,-7.42816382626188e-07,2.8512177507877823e-08,-1.4880796697980259e-05,-1.2611409374585492e-06,-4.380037239570811e-07,-1.2544447599793784e-05,2.855479579011444e-06,-109324.6796875,-52287.6328125,64112.9296875,-1.094045813943012e-07,-3.1528502031363814e-09,2.5083169020945206e-05,AB,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.0875,0.0,0.0725,-6.951182740522199e-07,2.259027276352299e-08,-1.563864316267427e-05,-1.1131483006465714e-06,-4.299908766824956e-07,-1.2202312973386142e-05,3.261928441133932e-06,-105733.5703125,-48458.328125,65351.66796875,-9.650781862546864e-08,-2.7828690463138628e-09,2.5021305191330612e-05,AB,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.0875,0.0,0.0775,-6.952951139282959e-07,1.7680575226108886e-08,-1.6297233742079698e-05,-1.0229927056570887e-06,-4.847124159823579e-07,-1.1801167602243368e-05,3.615714604165987e-06,-102125.703125,-45025.86328125,66169.4140625,-8.868981637988327e-08,-2.5574802275940556e-09,2.4961296730907634e-05,AB,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.0875,0.0,0.0825,-7.365087526522984e-07,1.3294219947113106e-08,-1.6996791600831784e-05,-9.893792594084516e-07,-4.610504333868448e-07,-1.1335346243868116e-05,3.982175257988274e-06,-98420.46875,-41688.6328125,66928.1875,-8.582456700878538e-08,-2.4734467807263627e-09,2.490345468686428e-05,AB,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.0875,0.0,0.0875,-8.222905876209552e-07,9.908369236200087e-09,-1.75896111613838e-05,-1.0109841923622298e-06,-5.311885615810752e-07,-1.0815319001267198e-05,4.299803094909294e-06,-94711.421875,-38729.23046875,67308.4453125,-8.780346405501405e-08,-2.5274586867851667e-09,2.484807737346273e-05,AB,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.0875,0.0,0.0925,-9.590893341737683e-07,6.349273995454041e-09,-1.827548840083182e-05,-1.0868257049878594e-06,-4.857788553636055e-07,-1.0220603144261986e-05,4.657223598769633e-06,-90857.8046875,-35754.49609375,67817.3359375,-9.454174687562045e-08,-2.717062352886046e-09,2.4795488570816815e-05,AB,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.0875,0.0,0.0975,-1.1430748827478965e-06,3.5876885906560574e-09,-1.882306059997063e-05,-1.21610344194778e-06,-5.807714842376299e-07,-9.571471309754997e-06,4.958796580467606e-06,-87002.3125,-33186.28125,67931.546875,-1.0596056654321728e-07,-3.040256935094021e-09,2.474600842106156e-05,AB,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.0925,0.0,0.0025,-9.991484148486052e-06,-2.3195052989422038e-08,1.3093450945689256e-07,-9.622112884244416e-06,3.287084382463945e-09,6.232875421119388e-06,6.233139629330253e-06,-138932.859375,-138928.96875,237678.140625,-8.89211321464245e-07,-2.4055168523773318e-08,2.5526536774123088e-05,AD,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.0925,0.0,0.0075,-8.330335731443483e-06,8.03805644267186e-09,1.6682734838013857e-07,-8.508050996169914e-06,4.181856638751924e-09,4.749501840706216e-06,4.750033895106753e-06,-138580.640625,-138572.78125,195116.90625,-7.862292932259152e-07,-2.127003639884606e-08,2.5553990781190805e-05,AD,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.0925,0.0,0.0125,-6.691185717500048e-06,3.7659521723298894e-08,-1.904912210193288e-07,-7.401813036267413e-06,-5.397851499111539e-09,3.275353719800478e-06,3.2762645787443034e-06,-138447.921875,-138434.390625,153208.15625,-6.839570687589003e-07,-1.8504463739077437e-08,2.557405059633311e-05,AD,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.0925,0.0,0.0175,-5.120043624629034e-06,6.53380425319483e-08,-9.551431503496133e-07,-6.32172623227234e-06,-2.66234838619539e-08,1.8901182556874119e-06,1.922532646858599e-06,-137088.640625,-136608.28125,114466.2734375,-5.840863650519168e-07,-1.5804264563712422e-08,2.558696360210888e-05,AD,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.0925,0.0,0.0225,-3.9261672100110445e-06,8.054900035858736e-08,-6.3241755015042145e-06,-5.40279143024236e-06,-1.6937715940912312e-07,-1.1849608199554496e-05,-2.8172748898214195e-06,-135399.984375,-101946.6796875,33800.0703125,-4.990645834368479e-07,-1.3506942231344965e-08,2.556206345616374e-05,AB,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.0925,0.0,0.0275,-3.158187837470905e-06,8.17001506447923e-08,-7.685202035645489e-06,-4.662667834054446e-06,-2.117303807835924e-07,-1.2358622370811645e-05,-1.7625288819544949e-06,-132968.203125,-93723.1640625,40130.953125,-4.3049038822573493e-07,-1.1656640985791e-08,2.5501543859718367e-05,AB,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.0925,0.0,0.0325,-2.5429287688893965e-06,7.872670693132022e-08,-8.960534614743665e-06,-3.993036443716846e-06,-2.392501983194961e-07,-1.2718724974547513e-05,-8.494934036207269e-07,-130305.9453125,-86345.546875,45535.9296875,-3.6845437989541097e-07,-9.982570325917095e-09,2.5438848751946352e-05,AB,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.0925,0.0,0.0375,-2.040819026660756e-06,7.291298942391222e-08,-1.0242211828881409e-05,-3.3950675515370676e-06,-2.816542519212817e-07,-1.2938399777340237e-05,-9.799914657548925e-09,-127315.3671875,-79431.3671875,50317.76953125,-3.130513448468264e-07,-8.487655023259322e-09,2.5374705728609115e-05,AB,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.0925,0.0,0.0425,-1.659385588936857e-06,6.514910211308234e-08,-1.1390731742721982e-05,-2.868244791898178e-06,-3.0292775932139193e-07,-1.3033749382884707e-05,7.042846732474572e-07,-124155.953125,-73274.0390625,54240.11328125,-2.642565846144862e-07,-7.170601890038597e-09,2.5309775082860142e-05,AB,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.0925,0.0,0.0475,-1.3509643395082094e-06,5.646586487273453e-08,-1.2494790098571684e-05,-2.4110579488478834e-06,-3.438785824982915e-07,-1.303053977608215e-05,1.363395199405204e-06,-120822.015625,-67510.828125,57656.05078125,-2.2192415372046526e-07,-6.027637056149615e-09,2.5244615244446322e-05,AB,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.0925,0.0,0.0525,-1.1299199513814528e-06,4.7561453442312995e-08,-1.3465957636071835e-05,-2.02150681616331e-06,-3.5642665352497716e-07,-1.2932120625919197e-05,1.924266598507529e-06,-117393.8828125,-62369.89453125,60366.98046875,-1.8587113004286948e-07,-5.0537618534463036e-09,2.517970460758079e-05,AB,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.0925,0.0,0.0575,-9.562085097059025e-07,3.891721789273106e-08,-1.4388401723408606e-05,-1.6971299601209466e-06,-3.9734797496748797e-07,-1.2762569895130582e-05,2.4492783268215135e-06,-113881.0703125,-57540.55859375,62698.859375,-1.558733799811307e-07,-4.242820761390931e-09,2.511546881578397e-05,AB,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.0925,0.0,0.0625,-8.443481078757031e-07,3.107346557840174e-08,-1.5195933883660473e-05,-1.4357145801113802e-06,-3.9972132981347386e-07,-1.2521507414930966e-05,2.901661446230719e-06,-110333.6875,-53210.5078125,64481.484375,-1.317136053557988e-07,-3.589283537053234e-09,2.505225893401075e-05,AB,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.0925,0.0,0.0675,-7.678390261389723e-07,2.40411281993147e-08,-1.5979623640305363e-05,-1.2348610880508204e-06,-4.4410757027435466e-07,-1.2222337318235077e-05,3.3381497814843897e-06,-106734.453125,-49102.69140625,66018.84375,-1.1318095261003691e-07,-3.0871509792973484e-09,2.4990398742374964e-05,AB,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.0925,0.0,0.0725,-7.375928134933929e-07,1.8200401186163617e-08,-1.6665524526615627e-05,-1.0927493576673442e-06,-4.3448582687233284e-07,-1.1866930435644463e-05,3.7202776184130926e-06,-103137.65625,-45406.93359375,67126.21875,-1.00089280863358e-07,-2.731871617811521e-09,2.4930175641202368e-05,AB,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.0925,0.0,0.0775,-7.414982405862247e-07,1.3278211419276431e-08,-1.7369005945511162e-05,-1.0075362979478086e-06,-4.875595891462581e-07,-1.145480291597778e-05,4.10852771892678e-06,-99479.1328125,-41836.85546875,68135.6328125,-9.228144648432135e-08,-2.518839359311187e-09,2.4871873392839916e-05,AB,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.0925,0.0,0.0825,-7.849326379982813e-07,9.432141290233176e-09,-1.798059201973956e-05,-9.779751053429209e-07,-4.626380984973366e-07,-1.0993891010002699e-05,4.451594577403739e-06,-95840.375,-38634.5703125,68785.8828125,-8.962778963450546e-08,-2.4449364754985936e-09,2.4815752112772316e-05,AB,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.0925,0.0,0.0875,-8.702795071258151e-07,6.311160483107869e-09,-1.8661747162695974e-05,-1.002952444650873e-06,-5.315346811585187e-07,-1.0467923857504502e-05,4.826879830943653e-06,-92096.3671875,-35448.64453125,69513.953125,-9.203447604022585e-08,-2.507379193161796e-09,2.4762097382335924e-05,AB,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.0925,0.0,0.0925,-9.95706955109199e-07,3.6833758265686356e-09,-1.9237964806961827e-05,-1.0816928579515661e-06,-4.854040867030562e-07,-9.894315553538036e-06,5.155960934644099e-06,-88375.515625,-32633.478515625,69898.875,-9.942829848341717e-08,-2.7042301731228235e-09,2.471119114488829e-05,AB,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.0925,0.0,0.0975,-1.1799038475146517e-06,1.3724089642508375e-09,-1.994491867662873e-05,-1.213814925904444e-06,-5.797722337774758e-07,-9.237689482688438e-06,5.550669811782427e-06,-84473.09375,-29701.1328125,70590.0859375,-1.1176754810549028e-07,-3.0345359558481277e-09,2.4663362637511455e-05,AB,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.095,0.0,0.105,-9.204032380694116e-07,-9.549524726537584e-09,-8.448267180938274e-06,-8.417983394792827e-07,-4.4425320311347605e-07,-2.9063028250675416e-06,2.431422899462632e-06,-77342.0859375,-27918.205078125,70385.0234375,-7.955336656095824e-08,-4.208990489473763e-09,2.458052767906338e-05,AT,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.095,0.0,0.115,-1.796192776737371e-07,-2.346922833851295e-08,-8.662892469146755e-06,3.427167882819049e-08,-4.5555637484540057e-07,-3.388917093616328e-06,2.8400388600857696e-06,-69558.1484375,-11882.1318359375,76056.8671875,3.556130945270297e-09,1.7135814989188702e-10,2.4549053705413826e-05,AT,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.095,0.0,0.125,5.446209456749784e-07,-3.424188221856639e-08,-8.716407137399074e-06,8.640321880193369e-07,-4.5858271846555e-07,-3.8423399928433355e-06,3.2349294087907765e-06,-61867.53515625,3663.218994140625,81717.40625,8.226727743476658e-08,4.320162449999998e-09,2.4512897653039545e-05,AT,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.095,0.0,0.135,1.2615993227882427e-06,-4.263324981934602e-08,-8.63192053657258e-06,1.6638697388771106e-06,-4.5412954818857543e-07,-4.284426267986419e-06,3.6227627333573764e-06,-54351.18359375,18864.009765625,87444.78125,1.5813921550034138e-07,8.319354982688765e-09,2.447226142976433e-05,AT,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.095,0.0,0.145,1.9790368241956457e-06,-4.939945696946779e-08,-8.424040970567148e-06,2.448785608066828e-06,-4.433605340636859e-07,-4.730437922262354e-06,4.012545559817227e-06,-47069.78515625,33884.21484375,93404.8125,2.3259627823790652e-07,1.224394274856877e-08,2.4427186872344464e-05,AT,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.095,0.0,0.155,2.7046289687859826e-06,-5.521812695974404e-08,-8.102687388600316e-06,3.232771405237145e-06,-4.263906703272369e-07,-5.195680387259927e-06,4.415634066390339e-06,-40096.16796875,48897.9140625,99830.578125,3.06968047425471e-07,1.6163882676778485e-08,2.4377555746468715e-05,AT,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.095,0.0,0.165,3.4454919841664378e-06,-6.073720015820072e-08,-7.671021194255445e-06,4.029239335068269e-06,-4.038290910557407e-07,-5.694298579328461e-06,4.843783699470805e-06,-33492.32421875,64082.921875,106971.6484375,3.825268208856869e-07,2.0146233126183688e-08,2.432310429867357e-05,AT,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.095,0.0,0.175,4.20936112277559e-06,-6.654164508290705e-08,-7.128292054403573e-06,4.8513556976104155e-06,-3.751372901206196e-07,-6.2414737840299495e-06,5.3103531172382645e-06,-27337.029296875,79624.71875,115113.0234375,4.605234948940051e-07,2.425683653939359e-08,2.4263425075332634e-05,AT,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.095,0.0,0.185,5.003912974643754e-06,-7.321190054199178e-08,-6.4676059992052615e-06,5.71244800084969e-06,-3.405557436053641e-07,-6.852323167549912e-06,5.828958819620311e-06,-21706.654296875,95712.9765625,124548.6953125,5.422223239293089e-07,2.8562318732383574e-08,2.4197954189730808e-05,AT,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.095,0.0,0.195,5.8377536333864555e-06,-8.130710682507925e-08,-5.678541128872894e-06,6.626321010116953e-06,-2.9879436169721885e-07,-7.543651918240357e-06,6.628414212173084e-06,-16696.232421875,114526.9296875,135607.0,6.289349698818114e-07,3.313171603736009e-08,2.412597314105369e-05,AT,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.095,0.0,0.205,6.719877546856878e-06,-9.141584200733632e-08,-4.744043053506175e-06,7.6076676123193465e-06,-2.499029960745247e-07,-8.333322512044106e-06,7.610015927639324e-06,-12408.271484375,135215.484375,148634.515625,7.220558018161682e-07,3.803847903327551e-08,2.4046588805504143e-05,AT,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.095,0.0,0.215,7.660472874704283e-06,-1.0415023155019298e-07,-3.643490344984457e-06,8.672422154631931e-06,-1.9157883457410207e-07,-9.241513907909393e-06,8.675095159560442e-06,-8965.3564453125,156929.375,164021.46875,8.230987873503182e-07,4.336229864065899e-08,2.395871706539765e-05,AT,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
0.095,0.0,0.225,8.67075959831709e-06,-1.2018290362902917e-07,-2.3480668005504413e-06,9.838196092459839e-06,-1.2389294568038167e-07,-1.0290916179656051e-05,9.841281098488253e-06,-6511.2705078125,179898.078125,182198.59375,9.337366009276593e-07,4.919121820989858e-08,2.3861051886342466e-05,AT,0.02,0.08,0.14,0.56,20000.0,5000.0,12500.0
