x,z,instance,maxP,winkel_x,winkel_y,winkel_z,zulN
0.0375,0.0125,AD,3.863356674943157e-06,89.92162928872219,89.99544403067438,179.92149697287513,149267975137.24963
0.0375,0.0175,AD,2.8738904943728624e-06,89.32023403106302,89.9534903602165,179.31864464328976,408660087193.5263
0.0375,0.0875,AB,5.096245423503175e-09,16.80128959136771,86.15106304816342,106.32891584089907,1.0137021600426158e+23
0.0375,0.0925,AB,1.0666279615748049e-07,18.081697426244336,86.62837014882025,107.74310807602627,8.698911712325155e+17
0.0375,0.0975,AB,1.3044731109262e-07,19.50932634143929,86.10802861444601,109.0861762450794,4.01895821381349e+17
0.0425,0.0025,AD,5.912403918938234e-06,89.91632024990979,89.99498166222736,0.08383009199980347,35067907708.17227
0.0425,0.0075,AD,4.872052556264613e-06,89.84953289396339,89.99154295446938,0.150704585021797,67767788157.47261
0.0425,0.0125,AD,3.832392122517121e-06,89.92116349172862,89.99596876825017,179.92106049223835,153413354650.88672
0.0425,0.0175,AD,2.8292426708214644e-06,89.20701216145657,89.95221206954474,179.20557335767768,431031965864.05835
0.0425,0.0775,AB,1.2653267517366952e-08,16.164109749663833,86.67547070630359,105.80012972438094,3.09651462699286e+21
0.0425,0.0825,AB,1.871628199263758e-07,17.12658656505432,86.93107558419425,106.83259580187006,1.0062093443955416e+17
0.0425,0.0875,AB,3.5023170404945684e-07,18.48752192971067,86.65860014251929,108.16143386614756,9094422389150714.0
0.0425,0.0925,AB,4.3518984348534525e-07,19.670572999041603,87.03065554759914,109.42677532759538,3953219831241673.0
0.0425,0.0975,AB,5.365654709960891e-07,21.400858621054287,86.6407832539573,111.10972878983301,1770475392564419.2
0.045,0.105,AT,2.1086302826254874e-07,27.537778963673116,84.3690807905439,116.8593275193118,1968133286009691.8
0.045,0.115,AT,9.448403340497077e-07,157.16286316035198,95.85478993739231,68.00857420215814,13019991112939.111
0.045,0.125,AT,1.6689606092026217e-06,160.3196586184963,95.98772659171964,71.32443406038294,1940239627680.5105
0.045,0.135,AT,2.376181438556858e-06,162.7071969064409,96.07806471436763,73.87359121736739,594931326508.9628
0.045,0.145,AT,3.0741791855988996e-06,164.6674465985581,96.15047692574443,76.01058559299474,251314847624.4901
0.045,0.155,AT,3.774935587383467e-06,166.36357500048956,96.21265700793457,77.90958080100084,126421412011.97708
0.045,0.165,AT,4.492678007241483e-06,167.8638416600245,96.28014448149561,79.65731681341967,70611796970.9365
0.045,0.175,AT,5.2419621953948835e-06,169.18504095189667,96.3738855647544,81.29932005591176,42143775374.979294
0.045,0.185,AT,6.0383941838116204e-06,170.16916356152538,96.71757962730283,82.85540838153044,26254077952.498596
0.045,0.195,AT,6.936965865430639e-06,84.29655866929919,174.2962107985782,89.93721402017692,16504662075.461092
0.045,0.205,AT,7.95854428489166e-06,83.91267019507711,173.91264035079985,89.98101008854363,10422469333.781288
0.045,0.215,AT,9.073370505744953e-06,83.83759479867517,173.83758857992436,89.99127903401802,6721498230.379806
0.045,0.225,AT,1.0301653370308445e-05,83.81245033602822,173.81244844328694,89.99517908968124,4395146740.743796
0.045,0.235,AT,1.1665894456987009e-05,83.79699614624819,173.79699609099396,89.99917529317571,2899026627.0860496
0.0475,0.0025,AD,5.931680845702611e-06,89.90093547029085,89.99475911478717,0.09920306435934247,34681485377.92495
0.0475,0.0075,AD,4.861533444926198e-06,89.81723155844274,89.9908617601568,0.18299675194604217,68268223338.06383
0.0475,0.0125,AD,3.8029152709952834e-06,89.91864157788493,89.99652421486788,179.91856736558918,157498986570.60355
0.0475,0.0175,AD,2.7711055818804275e-06,89.09142027097394,89.95048131766991,179.09007163192575,462598028249.861
0.0475,0.0725,AB,7.417424362027428e-08,16.490135426665173,87.23129461550256,106.24289619212107,3.504545171534989e+18
0.0475,0.0775,AB,3.155929440933783e-07,17.520297237008077,87.02789792662946,107.25019972203131,1.356033411121516e+16
0.0475,0.0825,AB,5.372884806785745e-07,18.69427958821803,87.29825126337144,108.48361103421672,1761353682380369.5
0.0475,0.0875,AB,6.88265709643812e-07,19.93846558068003,87.0137452024362,109.69468046565981,681224296282174.5
0.0475,0.0925,AB,8.411698960301942e-07,21.393909168160814,87.3972041554366,111.21939094574789,315550373508516.9
0.0475,0.0975,AB,9.139911249716824e-07,22.926607348096308,86.99644509451117,112.70655801090543,229482316238388.12
0.0525,0.0025,AD,5.948875043778642e-06,89.88391762500117,89.99437126113158,0.11621876170996827,34341449356.74939
0.0525,0.0075,AD,4.8562216774262345e-06,89.78274069155364,89.99007681843362,0.21748581007151854,68522741989.901306
0.0525,0.0125,AD,3.7622685671093727e-06,89.92080940338454,89.99694691445998,179.92075057138595,163366776222.2669
0.0525,0.0175,AD,2.7127634135556848e-06,88.95264940251116,89.9485059145639,178.95138400466104,497348330104.687
0.0525,0.0675,AB,8.146984358083483e-08,16.853177709635087,87.34770797247155,106.63079294651868,2.445336406224445e+18
0.0525,0.0725,AB,3.869366644481014e-07,17.787885322167035,87.50349983971984,107.60016792630148,6204918215674837.0
0.0525,0.0775,AB,6.701086643312894e-07,18.965349674792268,87.34421880627386,108.76432691322543,754795913139324.9
0.0525,0.0825,AB,8.826199458134977e-07,20.06557525018977,87.56493281136501,109.90456976334798,262382337939679.12
0.0525,0.0875,AB,1.0928138269294278e-06,21.49306871292204,87.34052662943911,111.31153057384428,115627065370167.89
0.0525,0.0925,AB,1.2248576967227569e-06,22.81927944081141,87.65439510722662,112.68473278344186,74649371732689.31
0.0525,0.0975,AB,1.3839304326026344e-06,24.58713099128411,87.33771072219392,114.42336381343083,46731353000476.06
0.055,0.105,AT,6.211268199732977e-07,30.24517647602545,85.51528724557801,119.8410140283621,52988149334238.82
0.055,0.115,AT,1.2925125936173184e-06,154.30084006938387,94.67964423923802,64.79221384480333,4563511939089.294
0.055,0.125,AT,1.9551767050520743e-06,157.61643970546177,94.80793417397803,68.19390667742007,1142487803867.8916
0.055,0.135,AT,2.604609466965404e-06,160.27783441385137,94.89942649307402,70.94516769901522,437607933843.2066
0.055,0.145,AT,3.2477912306849204e-06,162.56581923356117,94.97604701995489,73.33475542670737,209115477206.59897
0.055,0.155,AT,3.896724407310657e-06,164.62195457300177,95.04047163782158,75.51010147164217,113678623845.63264
0.055,0.165,AT,4.564695372590584e-06,166.50918951335942,95.11057536711138,77.54849790328615,66952699688.630104
0.055,0.175,AT,5.266377036915082e-06,168.2457958170306,95.19845565183859,79.4872106073692,41493588600.7256
0.055,0.185,AT,6.016622889219472e-06,169.71013465110795,95.52042114046371,81.34347351110623,26573302753.67124
0.055,0.195,AT,6.891860748355828e-06,85.30949913057766,175.30910969001252,89.9396908568297,16868872966.81533
0.055,0.205,AT,7.907357731012131e-06,85.01542813820741,175.01539104767886,89.98081929855216,10649934966.066277
0.055,0.215,AT,9.014707567834377e-06,84.95363984200908,174.95363220769337,89.99124481771732,6868972514.817612
0.055,0.225,AT,1.0233733582139292e-05,84.9327748824763,174.9327724593804,89.9950574396775,4493511476.613197
0.055,0.235,AT,1.1586551288901425e-05,84.92087171588874,174.9208716578904,89.99923444105873,2965987126.49678
0.0575,0.0025,AD,5.975512333846534e-06,89.86578005065758,89.99418476054703,0.13434586683198757,33823133318.483807
0.0575,0.0075,AD,4.843091850979253e-06,89.74373971705656,89.9894197880828,0.25647860532831707,69157159669.97961
0.0575,0.0125,AD,3.724909278151717e-06,89.91751319307284,89.9972013584954,179.9174657300159,169011788021.46695
0.0575,0.0175,AD,2.6374418240552846e-06,88.8042089077637,89.94632847162465,178.80300467591024,547379192568.45465
0.0575,0.0625,AB,3.3812414190685366e-08,17.142761692214336,87.70099756605009,106.97839885513906,7.134875959590139e+19
0.0575,0.0675,AB,4.043096975595522e-07,18.094327390049884,87.5892320139188,107.92192457108793,5242846516156497.0
0.0575,0.0725,AB,7.465975202062793e-07,19.16069324143557,87.74425598316101,109.01708750678864,498611941653560.9
0.0575,0.0775,AB,1.0219358364325993e-06,20.26075271354704,87.58728191532235,110.10397173723496,149545591337261.28
0.0575,0.0825,AB,1.2857704912464297e-06,21.518518893359456,87.80575252861752,111.39516412636704,61968594188909.6
0.0575,0.0875,AB,1.4800516703990396e-06,22.821709606765097,87.58453337069209,112.67902567564725,36119402143359.07
0.0575,0.0925,AB,1.686140035257696e-06,24.345851849636958,87.89379700829076,114.24266279958903,21905776420084.64
0.0575,0.0975,AB,1.81222125421118e-06,25.922165474922064,87.58164349562443,115.79219982673155,16612095396865.092
0.0625,0.0025,AD,5.999125363690655e-06,89.84630820162204,89.99370791022301,0.15382054307538867,33372097145.84323
0.0625,0.0075,AD,4.8371188868634e-06,89.7049159976522,89.9886431397847,0.29530247035190565,69448281210.09491
0.0625,0.0125,AD,3.6734176182521164e-06,89.91653726368351,89.9971464571337,179.91648849737098,177212977045.7097
0.0625,0.0175,AD,2.56394473909739e-06,88.61789338371756,89.94363046544214,178.61674389349966,602656378892.9552
0.0625,0.0625,AB,3.6818783225229934e-07,18.35924095339394,87.88783765451642,108.22866929400884,7507240236467642.0
0.0625,0.0675,AB,7.71051227918095e-07,19.407897332599642,87.80970581354667,109.27399322723439,440627270915759.3
0.0625,0.0725,AB,1.1055906017775978e-06,20.41965499945765,87.92997774019155,110.30507528238144,110584631045808.17
0.0625,0.0775,AB,1.4249677403848865e-06,21.629109542406994,87.81185234150844,111.50694837918829,41775970720442.125
0.0625,0.0825,AB,1.6758357310162637e-06,22.797040068684886,87.9879783418378,112.6980118043547,22426981684396.188
0.0625,0.0875,AB,1.932977711081308e-06,24.234925987184898,87.81495598355828,114.12347516641267,12970492670781.805
0.0625,0.0925,AB,2.1145102074077766e-06,25.618566003869798,88.06867963084781,115.53500974237265,9192167213204.299
0.0625,0.0975,AB,2.3325427488417608e-06,27.366181100212593,87.82073784151723,117.26458061131001,6308531323201.932
0.065,0.105,AT,1.058426805006761e-06,32.59408138706458,86.30132554234218,122.3308377514248,8905223814927.178
0.065,0.115,AT,1.6671453527281848e-06,151.68195587582784,93.86698487279259,61.99510388942289,1947317462738.567
0.065,0.125,AT,2.2659974459778567e-06,155.01779196802042,93.98638679551043,65.38140659458956,697367927723.4093
0.065,0.135,AT,2.853122682825703e-06,157.83337453709703,94.0776140169977,68.2510630929506,322595096788.88086
0.065,0.145,AT,3.4367109847076677e-06,160.3473906240914,94.15494402491467,70.82714438075716,173071461547.20117
0.065,0.155,AT,4.028064208177424e-06,162.67521993428548,94.22282273306942,73.2294270059441,101743687326.96536
0.065,0.165,AT,4.640740283030406e-06,164.86987787971847,94.29298203653352,75.51967342763508,63351804650.76337
0.065,0.175,AT,5.288575605403499e-06,166.9459770155934,94.38155838149271,77.72776461792037,40913687878.86411
0.065,0.185,AT,5.986697707221278e-06,168.81018512258348,94.68770707018889,79.86242370386748,27020362551.30095
0.065,0.195,AT,6.838155766288335e-06,86.01405842275503,176.01363466146017,89.94197013235812,17316260785.22687
0.065,0.205,AT,7.846533974085572e-06,85.77945292254626,175.7794097103066,89.98093583508071,10928683738.25227
0.065,0.215,AT,8.945083120101468e-06,85.72855033820665,175.72854107934924,89.99112279188738,7049505260.822931
0.065,0.225,AT,1.0153175280199119e-05,85.71099375555121,175.7109909069171,89.99506599097423,4613920139.055466
0.065,0.235,AT,1.1492462288783957e-05,85.70031725181958,175.7003171686186,89.99915572946496,3048019814.340004
0.0675,0.0025,AD,6.034266722296161e-06,89.82704223268098,89.99366376341605,0.17307379181435545,32715158698.23583
0.0675,0.0075,AD,4.821037374251946e-06,89.66290363843434,89.98817931241443,0.33730355595555234,70240012818.5014
0.0675,0.0125,AD,3.6272029909497363e-06,89.9010753920996,89.99701641248726,179.90103040941997,185017250977.48807
0.0675,0.0175,AD,2.4698649237752365e-06,88.40928158185359,89.93958864052773,178.40813427254977,684439802239.7406
0.0675,0.0575,AB,2.8243183874001146e-07,18.6624858212625,87.97557674841272,108.54424570300849,2.0759547372570016e+16
0.0675,0.0625,AB,7.452378129661704e-07,19.64906340646131,88.06507216920873,109.54570317611085,502110710095567.5
0.0675,0.0675,AB,1.139134049099125e-06,20.64380777672355,87.97999181212015,110.5356890771062,98605603280316.27
0.0675,0.0725,AB,1.51124598507847e-06,21.746696261338005,88.10696056397164,111.65570335216869,33342102388061.14
0.0675,0.0775,AB,1.818463614150343e-06,22.872264862935516,87.98362874019303,112.77306354064442,16394408391423.756
0.0675,0.0825,AB,2.122313692559248e-06,24.14803385233129,88.16371402817032,114.06913704383152,9063190765287.273
0.0675,0.0875,AB,2.360111602724968e-06,25.459057416236845,87.98732474532791,115.36789639514735,6030501524619.531
0.0675,0.0925,AB,2.618903179743056e-06,26.980000979518483,88.24193502965204,116.91325234622505,4045912365571.988
0.0675,0.0975,AB,2.8013402744161405e-06,28.543841793998606,87.99214920732977,118.45998227163042,3124835763036.362
0.0725,0.0025,AD,6.064359677064289e-06,89.80705693191265,89.99324336233089,0.19306133745657295,32165837516.86732
0.0725,0.0075,AD,4.8147106737502305e-06,89.62843801625897,89.98760334088945,0.3717687308355531,70554691303.36406
0.0725,0.0125,AD,3.5631118168872928e-06,89.88329852076089,89.99636201937103,179.8832418302814,196592699130.29782
0.0725,0.0175,AD,2.3808849471313342e-06,88.13510583297452,89.93419166991215,178.1339442530551,775491948684.6237
0.0725,0.0525,AB,1.4881533507942302e-07,18.973218345843804,88.1785708431727,108.8788877646322,2.4246336558292003e+17
0.0725,0.0575,AB,6.741255191924655e-07,19.947204826522732,88.13020391229443,109.85191083441393,737688595977036.1
0.0725,0.0625,AB,1.1256722081307311e-06,20.889370349318163,88.20973206217356,110.80529947911616,103206354555164.52
0.0725,0.0675,AB,1.5514194522225968e-06,21.951268607445165,88.13762655217357,111.86386233174893,30149861338150.133
0.0725,0.0725,AB,1.9104399340143426e-06,22.986680783245923,88.24979509755823,112.9122543533364,13567348476609.377
0.0725,0.0775,AB,2.26161094132767e-06,24.185033629137774,88.14449147532636,114.10456777397609,7101917185998.443
0.0725,0.0825,AB,2.548544004293734e-06,25.359265195219844,88.30288067806595,115.2942803103795,4491444302665.318
0.0725,0.0875,AB,2.850381077581521e-06,26.761147052951937,88.15195201572065,116.68697062512925,2923580319753.255
0.0725,0.0925,AB,3.0822762262375585e-06,28.134775072514486,88.37501790459449,118.07933884823997,2165765164242.6218
0.0725,0.0975,AB,3.3599619687004807e-06,29.818005134717847,88.16147342501381,119.74960666740198,1555621882406.0078
0.075,0.105,AT,1.5123747418310497e-06,34.692005822975105,86.87249239696673,124.50957076447051,2697861009167.529
0.075,0.115,AT,2.0573818224581456e-06,149.2974114362181,93.27243353742777,59.510482526568346,963403735863.1317
0.075,0.125,AT,2.5899022305182074e-06,152.59001823217514,93.38320284803507,62.83488987317465,445978396036.532
0.075,0.135,AT,3.1121427074785205e-06,155.48999771877808,93.47154331437685,65.76946459722649,241203095940.05038
0.075,0.145,AT,3.632453743852478e-06,158.16377473639878,93.54957415550349,68.48369756075375,143790590147.9103
0.075,0.155,AT,4.1627624723989606e-06,160.70192492483662,93.61843155704983,71.0707369410602,91140003258.31906
0.075,0.165,AT,4.715754290462619e-06,163.14609766757917,93.69067653105171,73.57880052744811,60042361670.040565
0.075,0.175,AT,5.305590236412457e-06,165.50571842521612,93.77808434999577,76.02763388947982,40476317892.802345
0.075,0.185,AT,5.946564633903556e-06,167.70063468935257,94.08928500936857,78.42041407163659,27635381195.408825
0.075,0.195,AT,6.776117336099605e-06,86.52737420043306,176.52693844343014,89.94505252250075,17852450006.301178
0.075,0.205,AT,7.77641353733113e-06,86.34123450077477,176.34118476845643,89.98094923264708,11261915877.31392
0.075,0.215,AT,8.864923363484813e-06,86.297647890682,176.29763721752593,89.99112239544048,7265064504.031806
0.075,0.225,AT,1.006050030817551e-05,86.28249848136142,176.28249509776705,89.99499135724523,4757676030.202366
0.075,0.235,AT,1.138423339018138e-05,86.27361158782267,176.27361149958443,89.99919020515654,3146063559.7222886
0.0775,0.0025,AD,6.108949239482932e-06,89.7909788891381,89.99337416748594,0.20912610270316648,31373633300.44122
0.0775,0.0075,AD,4.794340644089937e-06,89.59330438520873,89.9877337592265,0.40688055840351606,71580331221.05527
0.0775,0.0125,AD,3.507616915677799e-06,89.83015550647254,89.99524483893813,179.83008895365285,207383146709.246
0.0775,0.0175,AD,2.267414158644591e-06,87.81646591370877,89.92744723382778,177.8152597156499,915730776656.6703
0.0775,0.0525,AB,5.605749490823682e-07,20.277197465252982,88.31181484881779,110.20059465164034,1496800207930819.5
0.0775,0.0575,AB,1.071405492648806e-06,21.209668108051588,88.2591732250039,111.13116407974611,124743985490372.92
0.0775,0.0625,AB,1.5499295357944194e-06,22.20702393776286,88.34320598689605,112.13850251411928,30261189695618.523
0.0775,0.0675,AB,1.96008060116661e-06,23.207710324175775,88.26808241114833,113.13537186413726,12295886835110.646
0.0775,0.0725,AB,2.3548560926844285e-06,24.296194439773263,88.38268859248433,114.23528532788214,6082292802095.735
0.0775,0.0775,AB,2.689126139969285e-06,25.403338598260977,88.27557648708431,115.3363290045319,3655393962095.4253
0.0775,0.0825,AB,3.0280872448674322e-06,26.6420151710206,88.43435110970272,116.58862053676177,2318252487508.7163
0.0775,0.0875,AB,3.3076590473006724e-06,27.912161695551905,88.28264211650688,117.84991494591998,1652118182037.5767
0.0775,0.0925,AB,3.6176490316506848e-06,29.372451056825515,88.5038770420856,119.32673951542274,1171652611013.5078
0.0775,0.0975,AB,3.859013549362252e-06,30.873334570344834,88.2906208613406,120.81542463475532,914533365958.9214
0.0825,0.0025,AD,6.144477694820922e-06,89.77504170216021,89.9931889512201,0.22506138413401824,30760401058.550655
0.0825,0.0075,AD,4.786821750414142e-06,89.58353774235822,89.98786854234633,0.4166389197960562,71963782099.30692
0.0825,0.0125,AD,3.4303968343714074e-06,89.76639719931363,89.99296841564674,179.76629139464907,223708572733.0951
0.0825,0.0175,AD,2.1637930102230824e-06,87.37936913008592,89.91885799751414,177.3781114873978,1073792952861.1866
0.0825,0.0475,AB,4.0834963213177357e-07,20.67554797902871,88.37036631367138,110.60531185895972,5046650809247899.0
0.0825,0.0525,AB,9.803279705490827e-07,21.58351916574104,88.4207564419263,111.51983319136768,175396929927045.0
0.0825,0.0575,AB,1.514325351940074e-06,22.55832745101494,88.38269019959449,112.49384100036576,33082767295995.508
0.0825,0.0625,AB,1.9733106504673662e-06,23.505833080829774,88.45267854457231,113.44866845780189,11982649903638.32
0.0825,0.0675,AB,2.4117760467276653e-06,24.537099354462143,88.39277709982848,114.47739026578235,5549808645359.885
0.0825,0.0725,AB,2.7876465671732816e-06,25.55019722348358,88.49120537365853,115.49911941488386,3184130043778.737
